  33.71								
 165								
 577320463								
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)	DrainageDensity
2006 01 14 12	35942.4	3.94	302.01	0	8.34	8.34	684.44	0.65
2006 01 15 12	35942.4	4.79	224.91	0	4.46	4.46	569.31	0.65
2006 01 16 12	35942.4	18.08	235.67	0	3.69	3.69	580.13	0.65
2006 01 17 12	36165.09	16.64	219.82	0	9.72	9.72	826.77	0.65
2006 01 18 12	36288	3.71	336.64	0	7.49	7.49	652.39	0.65
2006 01 19 12	36288	0.06	340.8	0	6.5	6.5	601.9	0.65
2006 01 20 12	36288	9.57	261.93	0	8.57	8.57	714.2	0.65
2006 01 21 12	36305.01	4.74	229.01	0	12.28	12.28	985.84	0.65
2006 01 22 12	36624.03	12.18	134.39	0	13.2	13.2	1189.1	0.65
2006 01 23 12	36633.6	9.24	207.11	0	14.37	14.37	1187.81	0.65
2006 01 24 12	36633.6	1.78	335.83	0	9.45	9.45	792.38	0.65
2006 01 25 12	36633.6	0	341.69	0	8.75	8.75	708.33	0.65
2006 01 26 12	36918.59	0	352.91	0	5.61	5.61	567.14	0.65
2006 01 27 12	36979.2	3	283.03	0	5.64	5.64	597.02	0.65
2006 01 28 12	36979.2	9	265.22	0	9.37	9.37	776.06	0.65
2006 01 29 12	36979.2	8.37	267.4	0	11.42	11.42	865.54	0.65
2006 01 30 12	37315.23	2.44	306.56	0	11.05	11.05	808.78	0.65
2006 01 31 12	37324.8	0.18	377.34	0	8.87	8.87	669.77	0.65
2006 02 01 12	37324.8	1.52	281.46	0	7.59	7.59	637.48	0.65
2006 02 02 12	37403.46	8.72	289.54	0	8.64	8.64	710.16	0.65
2006 02 03 12	37670.4	8.77	193.24	0	11.29	11.29	941.93	0.65
2006 02 04 12	37670.4	2.27	254.28	0	10.01	10.01	837.78	0.65
2006 02 05 12	37670.4	5.85	273.38	0	3.55	3.55	514.61	0.65
2006 02 06 12	38006.43	27.27	257.17	0	2.41	2.41	503.4	0.65
2006 02 07 12	38016	8.45	246.97	0	3.65	3.65	588.38	0.65
2006 02 08 12	38016	0	385.73	0	3.23	3.23	518.7	0.65
2006 02 09 12	38238.69	0	407.88	0	4.36	4.36	495.83	0.65
2006 02 10 12	38361.6	11.49	286.66	0	3.97	3.97	506.64	0.65
2006 02 11 12	38361.6	4.47	304.19	0	4.31	4.31	522.97	0.65
2006 02 12 12	38440.26	0.94	305.7	0	3.55	3.55	518.65	0.65
2006 02 13 12	38707.2	0.24	347.71	0	0.88	0.88	442.65	0.65
2006 02 14 12	38707.2	0	411.99	0	0.77	0.77	416.32	0.65
2006 02 15 12	38724.21	0	435.45	0	4.61	4.61	539.66	0.65
2006 02 16 12	39052.8	0.16	337.9	0	11.84	11.84	889.32	0.65
2006 02 17 12	39052.8	4.81	294.21	0	14.81	14.81	1044.87	0.65
2006 02 18 12	39069.81	4	305.33	0	9.06	9.06	707.49	0.65
2006 02 19 12	39398.4	1.93	291.98	0	2	2	455.05	0.65
2006 02 20 12	39398.4	1.5	218.58	0	0.51	0.51	477.92	0.65
2006 02 21 12	39415.41	7.95	221.71	0	2.96	2.96	623.93	0.65
2006 02 22 12	39744	35.21	254.31	0	7.72	7.72	851.56	0.65
2006 02 23 12	39744	14.5	179.52	0	11.46	11.46	1055.08	0.65
2006 02 24 12	39897.43	2.03	303.02	0	9.75	9.75	887.33	0.65
2006 02 25 12	40089.6	16.5	322.6	0	11.44	11.44	869.73	0.65
2006 02 26 12	40089.6	5.41	396.48	0	7.41	7.41	669.33	0.65
2006 02 27 12	40425.63	0	428.99	0	4.27	4.27	555.45	0.65
2006 02 28 12	40435.2	0	471.65	0	6.36	6.36	629.66	0.65
2006 03 01 12	40435.2	0	446.78	0	13.01	13.01	963.52	0.65
2006 03 02 12	40780.8	0	449.94	0	15.46	15.46	1090.71	0.65
2006 03 03 12	40780.8	0	459.45	0	15.8	15.8	1015	0.65
2006 03 04 12	40780.8	0	476.44	0	8.57	8.57	656.54	0.65
2006 03 05 12	41126.4	5	359.99	0	8.08	8.08	658.61	0.65
2006 03 06 12	41126.4	1.68	481.81	0	10.59	10.59	747.2	0.65
2006 03 07 12	41126.4	0.01	475.37	0	11.84	11.84	809.8	0.65
2006 03 08 12	41472	0	478.63	0	10.38	10.38	793.38	0.65
2006 03 09 12	41472	24.11	353.58	0	14.25	14.25	1011.93	0.65
2006 03 10 12	41817.6	8.29	364.21	0	14.72	14.72	1040.48	0.65
2006 03 11 12	41817.6	0.08	457.53	0	17.97	17.97	1390.93	0.65
2006 03 12 12	41817.6	1.74	277.48	0	22.78	22.78	2018.76	0.65
2006 03 13 12	42163.2	8.98	287.76	0	23.18	23.18	1938.17	0.65
2006 03 14 12	42163.2	3.05	381.67	0	16.82	16.82	1021.11	0.65
2006 03 15 12	42163.2	0.08	509.05	0	9.31	9.31	655.65	0.65
2006 03 16 12	42508.8	0.05	434.5	0	9.78	9.78	729.18	0.65
2006 03 17 12	42508.8	0.02	444.85	0	11.65	11.65	896.5	0.65
2006 03 18 12	42844.83	1.06	350.83	0	12.14	12.14	935.58	0.65
2006 03 19 12	42854.4	13.91	315.88	0	10.79	10.79	902.12	0.65
2006 03 20 12	42854.4	28.7	135.59	0	8.98	8.98	943.86	0.65
2006 03 21 12	43200	8.98	196.4	0	9.7	9.7	956.53	0.65
2006 03 22 12	43200	0.31	521.27	0	8.23	8.23	703.88	0.65
2006 03 23 12	43200	0	442.18	0	7.64	7.64	684.54	0.65
2006 03 24 12	43545.6	0	476.32	0	6.08	6.08	625.84	0.65
2006 03 25 12	43545.6	0	515.58	0	6.07	6.07	580.38	0.65
2006 03 26 12	43555.17	0	529.28	0	5.62	5.62	549.35	0.65
2006 03 27 12	43891.2	0.14	435.3	0	6.99	6.99	632.44	0.65
2006 03 28 12	43891.2	0.25	435.37	0	11.55	11.55	835.86	0.65
2006 03 29 12	44236.8	0.07	530.64	0	11.99	11.99	831.74	0.65
2006 03 30 12	44236.8	0.24	428.56	0	13.59	13.59	939.89	0.65
2006 03 31 12	44236.8	4.74	387.25	0	17.6	17.6	1275.79	0.65
2006 04 01 12	44582.4	2.84	349.95	0	19.92	19.92	1581.71	0.65
2006 04 02 12	44582.4	0.83	350.91	0	21.3	21.3	1773.41	0.65
2006 04 03 12	44582.4	3.28	354.86	0	22.01	22.01	1683.21	0.65
2006 04 04 12	44928	1.05	548.15	0	16.76	16.76	1070.14	0.65
2006 04 05 12	44928	0	538.57	0	14.38	14.38	935.6	0.65
2006 04 06 12	45273.6	0	555.62	0	14.3	14.3	959.15	0.65
2006 04 07 12	45273.6	11.76	401.19	0	17.87	17.87	1291.5	0.65
2006 04 08 12	45273.6	7.49	360.79	0	21.74	21.74	1598.06	0.65
2006 04 09 12	45619.2	1.19	548.23	0	15.37	15.37	1018.1	0.65
2006 04 10 12	45619.2	0	558.56	0	13.09	13.09	866.87	0.65
2006 04 11 12	45619.2	0	569.34	0	14.32	14.32	919.91	0.65
2006 04 12 12	45964.8	0	548.47	0	16.5	16.5	1097.36	0.65
2006 04 13 12	45964.8	0	527.99	0	18.34	18.34	1283.3	0.65
2006 04 14 12	45974.37	0	538.91	0	19.23	19.23	1346.65	0.65
2006 04 15 12	46310.4	0	537.62	0	20.75	20.75	1476.26	0.65
2006 04 16 12	46310.4	0	505.92	0	22.6	22.6	1725.82	0.65
2006 04 17 12	46502.57	0	455.28	0	23.54	23.54	1925.85	0.65
2006 04 18 12	46656	0	476.49	0	24.18	24.18	1989.1	0.65
2006 04 19 12	46656	4.97	371.54	0	24.86	24.86	2024.26	0.65
2006 04 20 12	46984.59	2.94	372.95	0	24.82	24.82	2000.87	0.65
2006 04 21 12	47001.6	15.39	342.43	0	24.47	24.47	2026.5	0.65
2006 04 22 12	47001.6	8.41	320.95	0	22.73	22.73	1866.37	0.65
2006 04 23 12	47330.19	1.14	504.47	0	20.13	20.13	1507.35	0.65
2006 04 24 12	47347.2	0	548.53	0	20.24	20.24	1428.84	0.65
2006 04 25 12	47347.2	0.02	511.72	0	22.17	22.17	1605.63	0.65
2006 04 26 12	47675.79	0.26	400.61	0	22.31	22.31	1659.47	0.65
2006 04 27 12	47692.8	0.09	482.8	0	18.03	18.03	1307.73	0.65
2006 04 28 12	47692.8	0.4	435.28	0	15.77	15.77	1150.79	0.65
2006 04 29 12	47959.74	3.71	390.25	0	17.78	17.78	1334.07	0.65
2006 04 30 12	48038.4	8.66	288.25	0	18.45	18.45	1496.22	0.65
2006 05 01 12	48038.4	2.49	350.92	0	16.59	16.59	1407.86	0.65
2006 05 02 12	48161.31	0	491.6	0	18.05	18.05	1443	0.65
2006 05 03 12	48384	0	496.64	0	20.39	20.39	1613.46	0.65
2006 05 04 12	48384	14.07	364.45	0	22.79	22.79	1851.88	0.65
2006 05 05 12	48393.57	7.35	376.26	0	22.44	22.44	1743.05	0.65
2006 05 06 12	48729.6	2.75	325.3	0	18.56	18.56	1487.76	0.65
2006 05 07 12	48729.6	5.02	336.65	0	18.2	18.2	1481.22	0.65
2006 05 08 12	48729.6	1.52	471.17	0	18.06	18.06	1415.04	0.65
2006 05 09 12	48996.54	18.68	361.26	0	18.58	18.58	1508.58	0.65
2006 05 10 12	49075.2	30.13	358.34	0	20.65	20.65	1670.75	0.65
2006 05 11 12	49075.2	8.24	373.51	0	18.69	18.69	1490.29	0.65
2006 05 12 12	49084.77	0.09	564.5	0	15.52	15.52	1140.61	0.65
2006 05 13 12	49420.8	1.65	419.76	0	16.11	16.11	1177.3	0.65
2006 05 14 12	49420.8	0.92	399.28	0	17.39	17.39	1278.44	0.65
2006 05 15 12	49420.8	0.23	512.78	0	16.8	16.8	1156.3	0.65
2006 05 16 12	49481.41	0.08	525.15	0	14.64	14.64	1067.17	0.65
2006 05 17 12	49766.4	0.12	499.72	0	15.98	15.98	1174.55	0.65
2006 05 18 12	49766.4	0.03	527.9	0	16.91	16.91	1239.87	0.65
2006 05 19 12	49766.4	0	578.32	0	18.16	18.16	1310.9	0.65
2006 05 20 12	49775.97	0	549.77	0	22.05	22.05	1644.96	0.65
2006 05 21 12	50094.99	0	541.1	0	24.27	24.27	1822.55	0.65
2006 05 22 12	50112	0	545.17	0	23.91	23.91	1781.72	0.65
2006 05 23 12	50112	0	535.56	0	24.03	24.03	1823.87	0.65
2006 05 24 12	50112	0	539.27	0	24.76	24.76	1896.89	0.65
2006 05 25 12	50234.91	0	525.38	0	26.19	26.19	2064.98	0.65
2006 05 26 12	50457.6	0	498.2	0	26.49	26.49	2155.8	0.65
2006 05 27 12	50457.6	0	489.88	0	26.33	26.33	2154.36	0.65
2006 05 28 12	50457.6	0	511.8	0	26.5	26.5	2137.84	0.65
2006 05 29 12	50457.6	0.86	481.96	0	26.9	26.9	2169.3	0.65
2006 05 30 12	50467.17	3.24	415.42	0	26.86	26.86	2169.28	0.65
2006 05 31 12	50724.54	2.04	411.6	0	26.71	26.71	2170.65	0.65
2006 06 01 12	50803.2	5.99	386.89	0	27.11	27.11	2233.91	0.65
2006 06 02 12	50803.2	5.48	382.64	0	26.97	26.97	2159.54	0.65
2006 06 03 12	50803.2	1.2	524.84	0	24.28	24.28	1811.95	0.65
2006 06 04 12	50803.2	0.25	418.08	0	22.55	22.55	1690.55	0.65
2006 06 05 12	50803.2	0.08	552.45	0	22.76	22.76	1593.82	0.65
2006 06 06 12	50812.77	0	561.14	0	22	22	1476.83	0.65
2006 06 07 12	50995.38	0.25	498.62	0	20.88	20.88	1429.21	0.65
2006 06 08 12	51131.79	0.08	553.05	0	23.2	23.2	1613.87	0.65
2006 06 09 12	51148.8	0	538.4	0	24.68	24.68	1736.67	0.65
2006 06 10 12	51148.8	0	556.72	0	24.23	24.23	1685.54	0.65
2006 06 11 12	51148.8	0	544.4	0	25.75	25.75	1855.82	0.65
2006 06 12 12	51148.8	2.25	449.15	0	26.71	26.71	2015.96	0.65
2006 06 13 12	51148.8	0.75	514.98	0	27.33	27.33	2072.48	0.65
2006 06 14 12	51148.8	0	455.22	0	25.48	25.48	1993.73	0.65
2006 06 15 12	51148.8	0	524.19	0	24.99	24.99	1853.05	0.65
2006 06 16 12	51148.8	0	549.47	0	25.48	25.48	1916.16	0.65
2006 06 17 12	51148.8	1.09	363.01	0	28.73	28.73	2429.83	0.65
2006 06 18 12	51148.8	1.25	336.3	0	27.44	27.44	2320.96	0.65
2006 06 19 12	51148.8	0.3	471.22	0	26.5	26.5	2101.92	0.65
2006 06 20 12	51148.8	0.84	366.34	0	26.38	26.38	2128.55	0.65
2006 06 21 12	51148.8	1.23	388.85	0	27.34	27.34	2154.38	0.65
2006 06 22 12	51148.8	0.45	491.15	0	28.84	28.84	2200.4	0.65
2006 06 23 12	51148.8	0.14	420.65	0	29.28	29.28	2281.1	0.65
2006 06 24 12	51148.8	0.69	382.37	0	28.6	28.6	2254.81	0.65
2006 06 25 12	51148.8	3.56	390.78	0	27.34	27.34	2167.17	0.65
2006 06 26 12	51148.8	1.62	407.56	0	26.56	26.56	2069.14	0.65
2006 06 27 12	51148.8	0.17	507.6	0	25.57	25.57	1868.28	0.65
2006 06 28 12	51148.8	0	524.89	0	25.06	25.06	1745.3	0.65
2006 06 29 12	51148.8	0	561.44	0	24.58	24.58	1605.88	0.65
2006 06 30 12	51148.8	0.34	494.38	0	25.15	25.15	1686.16	0.65
2006 07 01 12	51148.8	1.77	402.37	0	27.07	27.07	1962.81	0.65
2006 07 02 12	51148.8	0.8	494.81	0	27.89	27.89	2009.98	0.65
2006 07 03 12	51148.8	2.15	394.2	0	28.35	28.35	2133.2	0.65
2006 07 04 12	51148.8	0.69	520.72	0	28.82	28.82	2162.55	0.65
2006 07 05 12	51070.14	1.51	368.05	0	28.69	28.69	2318.67	0.65
2006 07 06 12	50926.11	0.5	412.77	0	27.5	27.5	2208.94	0.65
2006 07 07 12	50803.2	0	498.12	0	24.84	24.84	1797.83	0.65
2006 07 08 12	50803.2	0	540.04	0	24.84	24.84	1715.07	0.65
2006 07 09 12	50803.2	2.29	396.34	0	25.92	25.92	1923.61	0.65
2006 07 10 12	50803.2	4.52	390.16	0	26.96	26.96	2089.32	0.65
2006 07 11 12	50803.2	1.25	503.31	0	27.52	27.52	2084.4	0.65
2006 07 12 12	50786.19	0	498.44	0	28.19	28.19	2158.82	0.65
2006 07 13 12	50580.52	0.1	447.65	0	28.36	28.36	2264.21	0.65
2006 07 14 12	50457.6	2.43	383.02	0	29.41	29.41	2468.62	0.65
2006 07 15 12	50457.6	4.7	380.98	0	29.84	29.84	2508.86	0.65
2006 07 16 12	50457.6	2.72	425.07	0	29.73	29.73	2378.27	0.65
2006 07 17 12	50457.6	1.1	442.46	0	28.41	28.41	2286	0.65
2006 07 18 12	50378.94	10.36	372.84	0	29.42	29.42	2449.32	0.65
2006 07 19 12	50121.57	3.66	439.05	0	29.92	29.92	2402.95	0.65
2006 07 20 12	50112	0.11	506.39	0	29.36	29.36	2251.55	0.65
2006 07 21 12	50112	0.01	508.26	0	28.89	28.89	2228.27	0.65
2006 07 22 12	50112	2.73	364.74	0	29.62	29.62	2358.01	0.65
2006 07 23 12	49958.57	0.91	503.5	0	26.8	26.8	1967.9	0.65
2006 07 24 12	49766.4	0	487.48	0	26.09	26.09	1933.81	0.65
2006 07 25 12	49766.4	0.29	489.14	0	26.26	26.26	1964.07	0.65
2006 07 26 12	49766.4	1.34	405.34	0	27.8	27.8	2208.97	0.65
2006 07 27 12	49687.74	0.41	452.68	0	27.6	27.6	2266.01	0.65
2006 07 28 12	49420.8	2.99	339.4	0	28.46	28.46	2469.66	0.65
2006 07 29 12	49420.8	10.67	324.68	0	28.15	28.15	2441.89	0.65
2006 07 30 12	49420.8	15.74	350.82	0	27.52	27.52	2317.62	0.65
2006 07 31 12	49267.38	4.91	369.49	0	27.71	27.71	2274.71	0.65
2006 08 01 12	49075.2	0.25	498.78	0	28.01	28.01	2198.13	0.65
2006 08 02 12	49075.2	0	500.53	0	28.46	28.46	2237.66	0.65
2006 08 03 12	49075.2	0	483	0	29.04	29.04	2301.47	0.65
2006 08 04 12	48739.17	0	502.47	0	29.42	29.42	2293.43	0.65
2006 08 05 12	48729.6	1.19	400.38	0	29.45	29.45	2266.12	0.65
2006 08 06 12	48729.6	0.4	511.19	0	29.59	29.59	2197.13	0.65
2006 08 07 12	48650.94	0	494.15	0	29.13	29.13	2227.78	0.65
2006 08 08 12	48384	0.15	382.91	0	29.34	29.34	2290.16	0.65
2006 08 09 12	48384	10.9	386.75	0	30.19	30.19	2232.67	0.65
2006 08 10 12	48384	6.94	372.56	0	30.16	30.16	2290.31	0.65
2006 08 11 12	48038.4	4.36	358.39	0	29.08	29.08	2275.59	0.65
2006 08 12 12	48038.4	15.24	330.05	0	27.77	27.77	2272.24	0.65
2006 08 13 12	48038.4	5.01	304.27	0	27.32	27.32	2355.36	0.65
2006 08 14 12	47692.8	6.26	324.52	0	26.75	26.75	2312.88	0.65
2006 08 15 12	47692.8	3.49	359.07	0	28.32	28.32	2357.61	0.65
2006 08 16 12	47692.8	0.48	487.34	0	29.11	29.11	2243.38	0.65
2006 08 17 12	47347.2	0	483.83	0	28.44	28.44	2166.5	0.65
2006 08 18 12	47347.2	0	490.95	0	28.13	28.13	2144.49	0.65
2006 08 19 12	47347.2	0	474.03	0	28.6	28.6	2210.73	0.65
2006 08 20 12	47001.6	0	488.49	0	28.26	28.26	2188.38	0.65
2006 08 21 12	47001.6	2.55	364.25	0	28.85	28.85	2321.3	0.65
2006 08 22 12	47001.6	0.9	452.41	0	28.92	28.92	2257.88	0.65
2006 08 23 12	46656	0.03	440.97	0	28.29	28.29	2196.76	0.65
2006 08 24 12	46656	0.01	481.1	0	27.29	27.29	2062.84	0.65
2006 08 25 12	46656	0.09	423.54	0	27.13	27.13	2033.56	0.65
2006 08 26 12	46310.4	0.03	485.98	0	27.53	27.53	2059.45	0.65
2006 08 27 12	46310.4	9.69	356.19	0	27.92	27.92	2248.54	0.65
2006 08 28 12	46310.4	7.3	346.22	0	27.92	27.92	2331.17	0.65
2006 08 29 12	45964.8	4.49	341.55	0	28.09	28.09	2350.99	0.65
2006 08 30 12	45964.8	1.05	468.89	0	27.94	27.94	2192.19	0.65
2006 08 31 12	45964.8	0	432.21	0	26.11	26.11	2008.13	0.65
2006 09 01 12	45619.2	0	487.39	0	24.73	24.73	1801.42	0.65
2006 09 02 12	45619.2	0	476.02	0	24.42	24.42	1762.47	0.65
2006 09 03 12	45334.21	0	482.79	0	24.45	24.45	1756.42	0.65
2006 09 04 12	45273.6	0	484.03	0	24.16	24.16	1726.15	0.65
2006 09 05 12	45273.6	0	474.43	0	24.21	24.21	1714.97	0.65
2006 09 06 12	44928	0	490.25	0	22.63	22.63	1584.71	0.65
2006 09 07 12	44928	0.98	368.76	0	23.08	23.08	1664.8	0.65
2006 09 08 12	44928	0.57	446.75	0	23.39	23.39	1659.25	0.65
2006 09 09 12	44582.4	1.27	369.58	0	24.3	24.3	1805.9	0.65
2006 09 10 12	44582.4	0.64	411.09	0	24.6	24.6	1876.28	0.65
2006 09 11 12	44582.4	5.12	347.82	0	25.16	25.16	1992.51	0.65
2006 09 12 12	44236.8	29.86	301.26	0	25.51	25.51	2129.12	0.65
2006 09 13 12	44236.8	9.39	193.23	0	22.78	22.78	2028.78	0.65
2006 09 14 12	43891.2	0	493.69	0	19.39	19.39	1438.7	0.65
2006 09 15 12	43891.2	0	486.61	0	20.41	20.41	1417.64	0.65
2006 09 16 12	43891.2	0	494.93	0	21.36	21.36	1459.09	0.65
2006 09 17 12	43545.6	0.02	484.35	0	22.2	22.2	1554.17	0.65
2006 09 18 12	43545.6	8.78	342.03	0	23.89	23.89	1840.16	0.65
2006 09 19 12	43545.6	2.99	407.83	0	23.93	23.93	1813.01	0.65
2006 09 20 12	43200	0.02	494.95	0	19.03	19.03	1272.11	0.65
2006 09 21 12	43200	0.14	402.52	0	16.69	16.69	1139.01	0.65
2006 09 22 12	42854.4	5.37	366.16	0	18.81	18.81	1421.69	0.65
2006 09 23 12	42854.4	19	300.18	0	24.35	24.35	2078.62	0.65
2006 09 24 12	42854.4	12.23	284.34	0	25.26	25.26	2140.74	0.65
2006 09 25 12	42508.8	7.79	380.51	0	20.01	20.01	1523.58	0.65
2006 09 26 12	42508.8	1.88	466.88	0	17.38	17.38	1243.01	0.65
2006 09 27 12	42508.8	0	469.34	0	17.89	17.89	1249.22	0.65
2006 09 28 12	42163.2	0	474.4	0	18.9	18.9	1252.43	0.65
2006 09 29 12	42163.2	0	483.42	0	16.09	16.09	1053.89	0.65
2006 09 30 12	41817.6	0.03	463.77	0	14.86	14.86	1019.86	0.65
2006 10 01 12	41817.6	1.57	378.13	0	17.62	17.62	1252.29	0.65
2006 10 02 12	41817.6	0.52	441.3	0	22.56	22.56	1630.25	0.65
2006 10 03 12	41472	0	444.47	0	22.39	22.39	1620.22	0.65
2006 10 04 12	41472	0	443.73	0	22.64	22.64	1629.52	0.65
2006 10 05 12	41472	0	440.88	0	22.98	22.98	1647.04	0.65
2006 10 06 12	41126.4	0	437.93	0	23.4	23.4	1607.03	0.65
2006 10 07 12	41126.4	0	445.76	0	17.64	17.64	1170.93	0.65
2006 10 08 12	41065.79	0	447.09	0	16.49	16.49	1113.17	0.65
2006 10 09 12	40780.8	0	446.1	0	16.89	16.89	1142.9	0.65
2006 10 10 12	40780.8	0	441.82	0	18.34	18.34	1249.48	0.65
2006 10 11 12	40435.2	0	425.41	0	19.76	19.76	1337.88	0.65
2006 10 12 12	40435.2	0	443.53	0	17.35	17.35	1100.35	0.65
2006 10 13 12	40435.2	0	435.53	0	13.08	13.08	855.92	0.65
2006 10 14 12	40089.6	0	443.66	0	11.56	11.56	788.27	0.65
2006 10 15 12	40089.6	1.26	343.92	0	12.2	12.2	806.57	0.65
2006 10 16 12	40089.6	57.26	323.16	0	14.96	14.96	1039.19	0.65
2006 10 17 12	39744	63.38	183.4	0	17.42	17.42	1498	0.65
2006 10 18 12	39744	15.69	260.11	0	20.41	20.41	1788.52	0.65
2006 10 19 12	39744	29.34	281.18	0	21.61	21.61	1676.72	0.65
2006 10 20 12	39398.4	9.68	369.98	0	16.5	16.5	1188.01	0.65
2006 10 21 12	39398.4	7.94	240.49	0	9.49	9.49	839.34	0.65
2006 10 22 12	39398.4	5.28	315.68	0	9.72	9.72	802.78	0.65
2006 10 23 12	39052.8	0.88	390.98	0	10.17	10.17	790.13	0.65
2006 10 24 12	39052.8	0	391.51	0	9.27	9.27	759.83	0.65
2006 10 25 12	39052.8	1.15	288.77	0	9.23	9.23	767.53	0.65
2006 10 26 12	38707.2	9.26	248.38	0	8.77	8.77	824.06	0.65
2006 10 27 12	38707.2	16.96	185.71	0	11.21	11.21	1076.72	0.65
2006 10 28 12	38707.2	7.59	263.15	0	15.5	15.5	1266.34	0.65
2006 10 29 12	38361.6	0.98	375.3	0	13.24	13.24	996.28	0.65
2006 10 30 12	38361.6	0	397.22	0	12.99	12.99	924.41	0.65
2006 10 31 12	38361.6	0	386.34	0	14.23	14.23	1022.11	0.65
2006 11 01 12	38016	16.74	252.98	0	16.48	16.48	1221.92	0.65
2006 11 02 12	38016	5.58	382.19	0	12.67	12.67	901.98	0.65
2006 11 03 12	38016	0	359.67	0	8.09	8.09	676.34	0.65
2006 11 04 12	37749.06	0	386.89	0	6.18	6.18	596.5	0.65
2006 11 05 12	37670.4	0	393.95	0	7.86	7.86	650.31	0.65
2006 11 06 12	37670.4	34.35	280.07	0	11	11	847.88	0.65
2006 11 07 12	37660.83	27.6	245.33	0	13.98	13.98	1118.99	0.65
2006 11 08 12	37324.8	5.38	179.06	0	14.54	14.54	1271.85	0.65
2006 11 09 12	37324.8	0	325.46	0	13.44	13.44	1147.69	0.65
2006 11 10 12	37324.8	0.42	291.28	0	15.82	15.82	1174.46	0.65
2006 11 11 12	37132.62	1.07	257.74	0	17.08	17.08	1193.9	0.65
2006 11 12 12	36979.2	0.31	276.07	0	11.34	11.34	910.89	0.65
2006 11 13 12	36979.2	0	358.49	0	8.32	8.32	721.12	0.65
2006 11 14 12	36979.2	7.7	273.78	0	8.71	8.71	704.65	0.65
2006 11 15 12	36712.26	17.63	261.23	0	10.6	10.6	834.25	0.65
2006 11 16 12	36633.6	5.22	253.47	0	12.18	12.18	910.25	0.65
2006 11 17 12	36633.6	0.07	285.37	0	5.9	5.9	658.41	0.65
2006 11 18 12	36633.6	0	340.46	0	6.55	6.55	666.59	0.65
2006 11 19 12	36441.43	0	352.88	0	8.85	8.85	701.12	0.65
2006 11 20 12	36288	0	251.85	0	6.98	6.98	683.82	0.65
2006 11 21 12	36288	0	319.98	0	4.33	4.33	575.83	0.65
2006 11 22 12	36288	0	348.61	0	4.66	4.66	534.96	0.65
2006 11 23 12	36278.43	0	351.59	0	6.87	6.87	583.74	0.65
2006 11 24 12	36021.06	0	352.92	0	8.8	8.8	632.96	0.65
2006 11 25 12	35942.4	0	350.73	0	10.85	10.85	695.81	0.65
2006 11 26 12	35942.4	0	342.42	0	12.22	12.22	781.4	0.65
2006 11 27 12	35942.4	0	332.98	0	12.43	12.43	862.07	0.65
2006 11 28 12	35942.4	0	298.43	0	13.86	13.86	1052.54	0.65
2006 11 29 12	35819.48	0.18	244.95	0	15.13	15.13	1245.66	0.65
2006 11 30 12	35613.81	3.22	133.7	0	17.69	17.69	1489.02	0.65
2006 12 01 12	35596.8	1.68	302.08	0	11.86	11.86	834.5	0.65
2006 12 02 12	35596.8	0.21	286.25	0	6.86	6.86	614.31	0.65
2006 12 03 12	35596.8	0	300.69	0	4.11	4.11	535.85	0.65
2006 12 04 12	35596.8	0	333.8	0	3.29	3.29	445.57	0.65
2006 12 05 12	35596.8	0	301.09	0	1.31	1.31	409.23	0.65
2006 12 06 12	35473.89	0	332.09	0	2.58	2.58	444.76	0.65
2006 12 07 12	35329.86	0	322.06	0	5.14	5.14	509.62	0.65
2006 12 08 12	35251.2	0	325.99	0	2.45	2.45	406.39	0.65
2006 12 09 12	35251.2	0	306.13	0	-1.1	-1.1	331.64	0.65
2006 12 10 12	35251.2	0	335.12	0	0.32	0.32	359.23	0.65
2006 12 11 12	35251.2	0	320	0	4.19	4.19	509.98	0.65
2006 12 12 12	35251.2	10.55	239.61	0	9.52	9.52	804.03	0.65
2006 12 13 12	35251.2	3.53	173.88	0	15.98	15.98	1316.28	0.65
2006 12 14 12	35251.2	0	276.57	0	13.88	13.88	1117.19	0.65
2006 12 15 12	35251.2	0	281.6	0	12.37	12.37	960.6	0.65
2006 12 16 12	35251.2	0	290.95	0	10.9	10.9	865.09	0.65
2006 12 17 12	35251.2	0	309.64	0	11.39	11.39	839.92	0.65
2006 12 18 12	35251.2	0	313.21	0	12.3	12.3	849.52	0.65
2006 12 19 12	35251.2	0	309.14	0	13.13	13.13	912.45	0.65
2006 12 20 12	35251.2	1.66	207.37	0	13.78	13.78	1053.49	0.65
2006 12 21 12	35251.2	6.99	172.85	0	14.14	14.14	1218.27	0.65
2006 12 22 12	35251.2	17.02	64.82	0	15.31	15.31	1387.79	0.65
2006 12 23 12	35251.2	4.96	281.62	0	9.93	9.93	888.53	0.65
2006 12 24 12	35251.2	5.2	220.31	0	8.77	8.77	758.06	0.65
2006 12 25 12	35251.2	5.69	205.43	0	8.63	8.63	775.61	0.65
2006 12 26 12	35251.2	1.99	248.19	0	8.46	8.46	746.85	0.65
2006 12 27 12	35251.2	0.22	221.91	0	2.67	2.67	546.16	0.65
2006 12 28 12	35251.2	0	302.5	0	4.4	4.4	588	0.65
2006 12 29 12	35251.2	0	319.1	0	7.25	7.25	695.83	0.65
2006 12 30 12	35251.2	36.44	206.92	0	13.35	13.35	1095.95	0.65
