  33.71								
 165								
 577320463								
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)	DrainageDensity
2006 06 06 12	50812.77	0	591.31	0	20.49	20.49	1518.55	0.65
2006 06 07 12	50995.38	0	578.21	0	22.72	22.72	1547.51	0.65
2006 06 08 12	51131.79	0.27	550.7	0	24.68	24.68	2094.45	0.65
2006 06 09 12	51148.8	0	576.21	0	23.42	23.42	1926.55	0.65
2006 06 10 12	51148.8	0	570.93	0	25.9	25.9	2116.87	0.65
2006 06 11 12	51148.8	0	558.28	0	26.14	26.14	2354.08	0.65
2006 06 12 12	51148.8	4.45	455.69	0	27	27	2624.55	0.65
2006 06 13 12	51148.8	0	436.76	0	24.79	24.79	2386.62	0.65
2006 06 14 12	51148.8	0	570.15	0	24.72	24.72	2320.63	0.65
2006 06 15 12	51148.8	0	577.22	0	24.44	24.44	2043.56	0.65
2006 06 16 12	51148.8	0	562.36	0	25.54	25.54	2102.54	0.65
2006 06 17 12	51148.8	0.17	416.69	0	26.97	26.97	2522.2	0.65
2006 06 18 12	51148.8	0	353.66	0	25.49	25.49	2442.58	0.65
2006 06 19 12	51148.8	2.64	370.48	0	25.73	25.73	2522.1	0.65
2006 06 20 12	51148.8	0.27	543.26	0	27.44	27.44	2482.42	0.65
2006 06 21 12	51148.8	0.22	543.95	0	28.85	28.85	2587.32	0.65
2006 06 22 12	51148.8	0.79	532.95	0	29.39	29.39	2642.53	0.65
2006 06 23 12	51148.8	1.91	415.18	0	29.07	29.07	2622.86	0.65
2006 06 24 12	51148.8	3.05	373.97	0	27.39	27.39	2571.04	0.65
2006 06 25 12	51148.8	2.27	339.6	0	26.34	26.34	2455.58	0.65
2006 06 26 12	51148.8	3.05	438.5	0	26.31	26.31	2481.58	0.65
2006 06 27 12	51148.8	0.19	571.33	0	25.89	25.89	2169.34	0.65
2006 06 28 12	51148.8	0.03	578.02	0	24.11	24.11	1936.28	0.65
2006 06 29 12	51148.8	0	582.1	0	24.6	24.6	1794.11	0.65
2006 06 30 12	51148.8	0	572.49	0	27.43	27.43	1929.07	0.65
2006 07 01 12	51148.8	1.17	621.26	0	28.32	28.32	2125.1	0.65
2006 07 02 12	51148.8	0.27	617.15	0	28.88	28.88	2284.13	0.65
2006 07 03 12	51148.8	0.27	600.3	0	29.2	29.2	2331.69	0.65
2006 07 04 12	51148.8	0.64	473.07	0	29.16	29.16	2506.67	0.65
2006 07 05 12	51070.14	1.03	448.26	0	28.19	28.19	2621.52	0.65
2006 07 06 12	50926.11	1.85	490.88	0	27.23	27.23	2599.32	0.65
2006 07 07 12	50803.2	0	619.58	0	24.04	24.04	2034.58	0.65
2006 07 08 12	50803.2	0	506.12	0	26.35	26.35	2308.93	0.65
2006 07 09 12	50803.2	4.61	487.05	0	26.45	26.45	2412.86	0.65
2006 07 10 12	50803.2	0	573.98	0	27.84	27.84	2534.88	0.65
2006 07 11 12	50803.2	0	598.18	0	27.38	27.38	2316.71	0.65
2006 07 12 12	50786.19	0	536.32	0	27.9	27.9	2457.95	0.65
2006 07 13 12	50580.52	0.09	526.05	0	28.77	28.77	2702.3	0.65
2006 07 14 12	50457.6	0.29	530.23	0	29.09	29.09	2722.7	0.65
2006 07 15 12	50457.6	2.31	392.94	0	28.98	28.98	2801.95	0.65
2006 07 16 12	50457.6	1.05	641.87	0	29.86	29.86	2703.61	0.65
2006 07 17 12	50457.6	0.63	532.13	0	30.19	30.19	2503.83	0.65
2006 07 18 12	50378.94	1.54	558.36	0	30.67	30.67	2820.88	0.65
2006 07 19 12	50121.57	2.22	545.23	0	30.38	30.38	2693.91	0.65
2006 07 20 12	50112	1.77	608.91	0	30.29	30.29	2580.39	0.65
2006 07 21 12	50112	0.61	379.04	0	30.37	30.37	2479.91	0.65
2006 07 22 12	50112	2.4	411.37	0	28.86	28.86	2655.16	0.65
2006 07 23 12	49958.57	5.55	468.73	0	26.32	26.32	2365.11	0.65
2006 07 24 12	49766.4	0	468.64	0	27.38	27.38	2186.92	0.65
2006 07 25 12	49766.4	0.27	474.15	0	27.8	27.8	2449.7	0.65
2006 07 26 12	49766.4	0.44	448.57	0	27.41	27.41	2500.74	0.65
2006 07 27 12	49687.74	0.21	585.09	0	28.95	28.95	2577.26	0.65
2006 07 28 12	49420.8	2.52	457.58	0	28.62	28.62	2566.65	0.65
2006 07 29 12	49420.8	8.74	265.14	0	28.34	28.34	2780.12	0.65
2006 07 30 12	49420.8	34.09	400.43	0	27.71	27.71	2749.82	0.65
2006 07 31 12	49267.38	3.04	390.37	0	28.29	28.29	2976.74	0.65
2006 08 01 12	49075.2	3.1	514.78	0	29.34	29.34	2920.95	0.65
2006 08 02 12	49075.2	0.27	430.97	0	29.56	29.56	2818.52	0.65
2006 08 03 12	49075.2	0	588.92	0	29.43	29.43	2560.35	0.65
2006 08 04 12	48739.17	0	593.57	0	30.18	30.18	2308.71	0.65
2006 08 05 12	48729.6	1.27	566.58	0	30.49	30.49	2479.24	0.65
2006 08 06 12	48729.6	0.17	564.42	0	30	30	2624.46	0.65
2006 08 07 12	48650.94	0	591.3	0	29.03	29.03	2406.99	0.65
2006 08 08 12	48384	0.01	545.44	0	30.6	30.6	2381.21	0.65
2006 08 09 12	48384	3.01	446.97	0	31.11	31.11	2499.58	0.65
2006 08 10 12	48384	1.35	427.48	0	29.7	29.7	2719.77	0.65
2006 08 11 12	48038.4	4.74	434.16	0	29.05	29.05	2875.48	0.65
2006 08 12 12	48038.4	11.42	407.86	0	29.04	29.04	2762.21	0.65
2006 08 13 12	48038.4	1.82	314.82	0	28.73	28.73	2755.66	0.65
2006 08 14 12	47692.8	0.03	448.19	0	28.96	28.96	2773	0.65
2006 08 15 12	47692.8	5.02	347.51	0	29.38	29.38	2841.59	0.65
2006 08 16 12	47692.8	0.13	561.26	0	28.24	28.24	2535.63	0.65
2006 08 17 12	47347.2	0.04	439.17	0	29.87	29.87	2715.33	0.65
2006 08 18 12	47347.2	0	496.42	0	30.15	30.15	2650.38	0.65
2006 08 19 12	47347.2	0	580.1	0	30.1	30.1	2217.91	0.65
2006 08 20 12	47001.6	0	551.31	0	30.56	30.56	2269.3	0.65
2006 08 21 12	47001.6	9.63	415.83	0	29.97	29.97	2550.5	0.65
2006 08 22 12	47001.6	4.59	356.8	0	29.56	29.56	2773.91	0.65
2006 08 23 12	46656	9.83	572.28	0	28.22	28.22	2490.66	0.65
2006 08 24 12	46656	0	588.7	0	27.25	27.25	2066.56	0.65
2006 08 25 12	46656	0	519.59	0	28.62	28.62	2402	0.65
2006 08 26 12	46310.4	0	300.39	0	29	29	2790.09	0.65
2006 08 27 12	46310.4	0.67	331.32	0	28.63	28.63	2748.23	0.65
2006 08 28 12	46310.4	3.6	320.37	0	28.5	28.5	2841.3	0.65
2006 08 29 12	45964.8	3.2	323.05	0	28.7	28.7	2783.61	0.65
2006 08 30 12	45964.8	0.15	409.51	0	27.96	27.96	2623.39	0.65
2006 08 31 12	45964.8	0.01	505.57	0	26.62	26.62	2312.57	0.65
2006 09 01 12	45619.2	0	448.45	0	26.43	26.43	2232.13	0.65
2006 09 02 12	45619.2	0	474.1	0	26.16	26.16	2120.14	0.65
2006 09 03 12	45334.21	0	491.67	0	25.27	25.27	2006.63	0.65
2006 09 04 12	45273.6	0	465.21	0	26.4	26.4	2049.56	0.65
2006 09 05 12	45273.6	0.03	328.07	0	24.56	24.56	1846.4	0.65
2006 09 06 12	44928	0	492.5	0	25.36	25.36	1637.28	0.65
2006 09 07 12	44928	3.24	342.17	0	25.48	25.48	1771.94	0.65
2006 09 08 12	44928	0.54	395.74	0	26.11	26.11	2022.32	0.65
2006 09 09 12	44582.4	0.06	362.3	0	26.96	26.96	2056.14	0.65
2006 09 10 12	44582.4	0.91	421.37	0	27.53	27.53	2204.2	0.65
2006 09 11 12	44582.4	0.52	274.55	0	26.95	26.95	2213.2	0.65
2006 09 12 12	44236.8	43.58	259.53	0	26.11	26.11	2260.15	0.65
2006 09 13 12	44236.8	0.59	351.03	0	25.49	25.49	2307.44	0.65
2006 09 14 12	43891.2	0.09	534.3	0	21.26	21.26	1454.14	0.65
2006 09 15 12	43891.2	0.02	532.18	0	22.81	22.81	1438.86	0.65
2006 09 16 12	43891.2	0	529.81	0	23.43	23.43	1331.77	0.65
2006 09 17 12	43545.6	0	492.91	0	24.5	24.5	1675.44	0.65
2006 09 18 12	43545.6	6.43	274.59	0	27.28	27.28	2409.06	0.65
2006 09 19 12	43545.6	10.9	520.11	0	24.82	24.82	1911.83	0.65
2006 09 20 12	43200	0.02	529	0	17.26	17.26	1035.82	0.65
2006 09 21 12	43200	0	527.47	0	17.36	17.36	986.94	0.65
2006 09 22 12	42854.4	4.05	299.16	0	23.8	23.8	1946.45	0.65
2006 09 23 12	42854.4	6.58	338.68	0	27.13	27.13	2611.85	0.65
2006 09 24 12	42854.4	33.97	323.14	0	25.75	25.75	2560.09	0.65
2006 09 25 12	42508.8	1.11	464.67	0	19.92	19.92	1472.8	0.65
2006 09 26 12	42508.8	0	475.45	0	20.03	20.03	1295.99	0.65
2006 09 27 12	42508.8	0	496.65	0	20.91	20.91	1263.69	0.65
2006 09 28 12	42163.2	0	471.2	0	20.7	20.7	1449.21	0.65
2006 09 29 12	42163.2	0	509.6	0	15.76	15.76	998.3	0.65
2006 09 30 12	41817.6	0	494.42	0	17.94	17.94	1083.21	0.65
2006 10 01 12	41817.6	0.52	499.77	0	23.72	23.72	1801.24	0.65
2006 10 02 12	41817.6	0	486.15	0	23.47	23.47	1621.05	0.65
2006 10 03 12	41472	0	500.16	0	23.9	23.9	1688.81	0.65
2006 10 04 12	41472	0	493.72	0	24.7	24.7	1749.79	0.65
2006 10 05 12	41472	0	477.44	0	27.03	27.03	1886.46	0.65
2006 10 06 12	41126.4	0	506.1	0	23.09	23.09	1704.4	0.65
2006 10 07 12	41126.4	0	503.58	0	15.3	15.3	1014.95	0.65
2006 10 08 12	41065.79	0	489.82	0	16.52	16.52	1096.33	0.65
2006 10 09 12	40780.8	0	452.63	0	18.44	18.44	1329.89	0.65
2006 10 10 12	40780.8	0	413.46	0	21.96	21.96	1501.77	0.65
2006 10 11 12	40435.2	0.03	286.11	0	22.93	22.93	1784.42	0.65
2006 10 12 12	40435.2	0.18	353.12	0	16.54	16.54	1073.48	0.65
2006 10 13 12	40435.2	0	497.88	0	13.97	13.97	590.46	0.65
2006 10 14 12	40089.6	0	484.01	0	13.88	13.88	522.3	0.65
2006 10 15 12	40089.6	0	386.84	0	15.35	15.35	644.15	0.65
2006 10 16 12	40089.6	19.72	128.16	0	15.23	15.23	1246.05	0.65
2006 10 17 12	39744	87.14	385.86	0	21.47	21.47	2184.16	0.65
2006 10 18 12	39744	0.18	458.48	0	22.74	22.74	1959.94	0.65
2006 10 19 12	39744	39.77	172.99	0	18.8	18.8	1775.71	0.65
2006 10 20 12	39398.4	0.17	473.26	0	13.1	13.1	1171.8	0.65
2006 10 21 12	39398.4	0	466.84	0	11.86	11.86	829.03	0.65
2006 10 22 12	39398.4	17.11	427.7	0	12.73	12.73	1098.48	0.65
2006 10 23 12	39052.8	0	466.11	0	7.34	7.34	651.91	0.65
2006 10 24 12	39052.8	0.08	460.14	0	8.21	8.21	598.58	0.65
2006 10 25 12	39052.8	0.32	180.11	0	7.55	7.55	639.93	0.65
2006 10 26 12	38707.2	6.35	100.31	0	10.16	10.16	965.63	0.65
2006 10 27 12	38707.2	28.2	234.73	0	14.72	14.72	1528.77	0.65
2006 10 28 12	38707.2	0	444.28	0	13.79	13.79	1128.88	0.65
2006 10 29 12	38361.6	0	440.43	0	13.15	13.15	922.53	0.65
2006 10 30 12	38361.6	0	440.16	0	14.56	14.56	1057.62	0.65
2006 10 31 12	38361.6	1.25	270.54	0	16.5	16.5	1340.57	0.65
2006 11 01 12	38016	24.52	207.39	0	18.8	18.8	1781.5	0.65
2006 11 02 12	38016	0.24	402.38	0	11.49	11.49	979.51	0.65
2006 11 03 12	38016	0	397.57	0	5.05	5.05	445.42	0.65
2006 11 04 12	37749.06	0	391.59	0	5.94	5.94	495.28	0.65
2006 11 05 12	37670.4	0	377.94	0	8.95	8.95	732.23	0.65
2006 11 06 12	37670.4	0.42	162.62	0	13.79	13.79	1205.56	0.65
2006 11 07 12	37660.83	64.32	208.15	0	15.13	15.13	1533.35	0.65
2006 11 08 12	37324.8	0.01	367.99	0	14.53	14.53	1307.6	0.65
2006 11 09 12	37324.8	0	360.39	0	16.11	16.11	1344.51	0.65
2006 11 10 12	37324.8	0	317.89	0	18.31	18.31	1501.66	0.65
2006 11 11 12	37132.62	3.28	184.64	0	15.56	15.56	1523.3	0.65
2006 11 12 12	36979.2	0	374.14	0	6.86	6.86	751.19	0.65
2006 11 13 12	36979.2	0	340.98	0	9.29	9.29	788.31	0.65
2006 11 14 12	36979.2	0.19	310.74	0	12.08	12.08	1018.94	0.65
2006 11 15 12	36712.26	30.23	187.68	0	15.34	15.34	1638.49	0.65
2006 11 16 12	36633.6	2.27	123.69	0	10.09	10.09	1131.37	0.65
2006 11 17 12	36633.6	0.09	340.81	0	7.98	7.98	784.8	0.65
2006 11 18 12	36633.6	0	349.12	0	10.16	10.16	836.83	0.65
2006 11 19 12	36441.43	0	325.52	0	6.27	6.27	721.52	0.65
2006 11 20 12	36288	0	263.98	0	5.34	5.34	613.94	0.65
2006 11 21 12	36288	0	356.74	0	3.93	3.93	497.76	0.65
2006 11 22 12	36288	0	350.24	0	4.97	4.97	528.73	0.65
2006 11 23 12	36278.43	0	353.39	0	7.4	7.4	603.44	0.65
2006 11 24 12	36021.06	0	348.56	0	10.43	10.43	663.99	0.65
2006 11 25 12	35942.4	0	340.13	0	11.8	11.8	896.35	0.65
2006 11 26 12	35942.4	0	342.41	0	12.62	12.62	996.3	0.65
2006 11 27 12	35942.4	0	333.47	0	12.89	12.89	962.12	0.65
2006 11 28 12	35942.4	0	307.09	0	16.88	16.88	1461.26	0.65
2006 11 29 12	35819.48	0.23	250.97	0	19.38	19.38	1772.46	0.65
2006 11 30 12	35613.81	0.41	228.52	0	20.38	20.38	1891.47	0.65
2006 12 01 12	35596.8	7.88	326.67	0	9.82	9.82	1057.39	0.65
2006 12 02 12	35596.8	0	318.07	0	3.48	3.48	505.3	0.65
2006 12 03 12	35596.8	0	315.41	0	5.35	5.35	591.49	0.65
2006 12 04 12	35596.8	0	333.47	0	-1.13	-1.13	334.44	0.65
2006 12 05 12	35596.8	0	324.76	0	0.9	0.9	329.24	0.65
2006 12 06 12	35473.89	0	310.74	0	4.89	4.89	470.81	0.65
2006 12 07 12	35329.86	0	322.59	0	5.13	5.13	574.5	0.65
2006 12 08 12	35251.2	0	330.9	0	-3.31	-3.31	237.67	0.65
2006 12 09 12	35251.2	0	325.09	0	-0.92	-0.92	264.03	0.65
2006 12 10 12	35251.2	0	122.38	0	1.94	1.94	394.13	0.65
2006 12 11 12	35251.2	0	300.88	0	10.41	10.41	936.54	0.65
2006 12 12 12	35251.2	17	121.66	0	14.41	14.41	1410.34	0.65
2006 12 13 12	35251.2	0.19	309.98	0	13.58	13.58	1282.47	0.65
2006 12 14 12	35251.2	0	307.26	0	13.27	13.27	1085.6	0.65
2006 12 15 12	35251.2	0.02	308.04	0	12.95	12.95	1117.9	0.65
2006 12 16 12	35251.2	0	305.23	0	13.19	13.19	1088.04	0.65
2006 12 17 12	35251.2	0	304.07	0	13.13	13.13	1073.58	0.65
2006 12 18 12	35251.2	0	301.88	0	14.62	14.62	1175.77	0.65
2006 12 19 12	35251.2	0	296.87	0	16.35	16.35	1293.49	0.65
2006 12 20 12	35251.2	0.3	257.64	0	15.38	15.38	1275.08	0.65
2006 12 21 12	35251.2	4.49	162.79	0	16.35	16.35	1545.25	0.65
2006 12 22 12	35251.2	21.37	152.49	0	17.6	17.6	1817.03	0.65
2006 12 23 12	35251.2	0	310.5	0	10.9	10.9	1040.03	0.65
2006 12 24 12	35251.2	0.49	261.12	0	8	8	767.13	0.65
2006 12 25 12	35251.2	17.4	213.88	0	11.33	11.33	1182.77	0.65
2006 12 26 12	35251.2	0.45	234.95	0	6.28	6.28	792.98	0.65
2006 12 27 12	35251.2	0	312.41	0	3.5	3.5	587.67	0.65
2006 12 28 12	35251.2	0	296.73	0	5.66	5.66	677.57	0.65
2006 12 29 12	35251.2	0	227.12	0	12.69	12.69	1058.07	0.65
2006 12 30 12	35251.2	5.95	135.8	0	14.54	14.54	1439.27	0.65
2006 12 31 12	35251.2	56.2	166.35	0	17.94	17.94	1866	0.65
2007 01 01 12	35251.2	0.01	297.93	0	9.12	9.12	947.02	0.65
2007 01 02 12	35251.2	0	313.32	0	4.79	4.79	651.09	0.65
2007 01 03 12	35268.21	0	310.16	0	6.53	6.53	729.63	0.65
2007 01 04 12	35404.62	0.74	147.82	0	11.18	11.18	1198.13	0.65
2007 01 05 12	35536.19	12.19	230.99	0	17.99	17.99	1788.56	0.65
2007 01 06 12	35596.8	0.01	298.59	0	14.6	14.6	1378.06	0.65
2007 01 07 12	35596.8	15.71	150.6	0	15.46	15.46	1542.63	0.65
2007 01 08 12	35596.8	0	319.73	0	10.09	10.09	992.65	0.65
2007 01 09 12	35596.8	0	314.57	0	4.68	4.68	577.96	0.65
2007 01 10 12	35596.8	0	322.74	0	3.58	3.58	505.84	0.65
2007 01 11 12	35675.46	0	303.72	0	4.59	4.59	554.04	0.65
2007 01 12 12	35932.83	0	214.91	0	13.04	13.04	1244.23	0.65
2007 01 13 12	35942.4	0	161.8	0	16.67	16.67	1539.26	0.65
2007 01 14 12	35942.4	0	223.12	0	17.08	17.08	1617.94	0.65
2007 01 15 12	35942.4	2.66	118.85	0	16.73	16.73	1700.67	0.65
2007 01 16 12	35942.4	3.82	146.95	0	4.81	4.81	718.32	0.65
2007 01 17 12	36165.09	0.21	222.2	0	2	2	404.25	0.65
2007 01 18 12	36288	0.35	163.89	0	6.28	6.28	704.83	0.65
2007 01 19 12	36288	0.84	234.78	0	6.38	6.38	721.37	0.65
2007 01 20 12	36288	0.01	175.63	0	4.31	4.31	499.88	0.65
2007 01 21 12	36305.01	27.77	86.47	0	8.84	8.84	964.68	0.65
2007 01 22 12	36624.03	1.46	278.51	0	10.7	10.7	1127.07	0.65
2007 01 23 12	36633.6	0	265.54	0	3.78	3.78	634.53	0.65
2007 01 24 12	36633.6	0.03	314.69	0	5.8	5.8	646.72	0.65
2007 01 25 12	36633.6	0	349.64	0	4.69	4.69	620.73	0.65
2007 01 26 12	36918.59	0	350.61	0	3.06	3.06	509.09	0.65
2007 01 27 12	36979.2	0.27	312.94	0	5.45	5.45	661.8	0.65
2007 01 28 12	36979.2	3.18	294.18	0	3.99	3.99	670.65	0.65
2007 01 29 12	36979.2	0	347.1	0	-2	-2	268.28	0.65
2007 01 30 12	37315.23	0	354.71	0	2.24	2.24	378.2	0.65
2007 01 31 12	37324.8	0	312.5	0	-1.26	-1.26	296.58	0.65
2007 02 01 12	37324.8	26.93	109.54	0	2.14	2.14	599.54	0.65
2007 02 02 12	37403.46	0.62	219.59	0	2.33	2.33	617.91	0.65
2007 02 03 12	37670.4	0	379.83	0	0.37	0.37	441.13	0.65
2007 02 04 12	37670.4	0	369.71	0	2	2	436.78	0.65
2007 02 05 12	37670.4	0	380.07	0	0.17	0.17	395.76	0.65
2007 02 06 12	38006.43	0	260.12	0	2.98	2.98	493.1	0.65
2007 02 07 12	38016	0	280.97	0	7.6	7.6	823.52	0.65
2007 02 08 12	38016	0.17	129.7	0	6.52	6.52	705.26	0.65
2007 02 09 12	38238.69	1.38	106.12	0	3.17	3.17	478.83	0.65
2007 02 10 12	38361.6	0	329.4	0	0.92	0.92	324.44	0.65
2007 02 11 12	38361.6	0	389.82	0	2.13	2.13	340.59	0.65
2007 02 12 12	38440.26	0	281.99	0	8.18	8.18	641.65	0.65
2007 02 13 12	38707.2	14.39	240.37	0	12.6	12.6	1205.83	0.65
2007 02 14 12	38707.2	1.75	337.44	0	3.9	3.9	705.72	0.65
2007 02 15 12	38724.21	0	202.04	0	-1.12	-1.12	316.47	0.65
2007 02 16 12	39052.8	0	415.91	0	-1.91	-1.91	285.13	0.65
2007 02 17 12	39052.8	0	226.58	0	-0.03	-0.03	412.55	0.65
2007 02 18 12	39069.81	0	416.75	0	0.76	0.76	416.14	0.65
2007 02 19 12	39398.4	0	319.78	0	3.84	3.84	463.88	0.65
2007 02 20 12	39398.4	1.43	295.4	0	11.19	11.19	1084.31	0.65
2007 02 21 12	39415.41	3.92	352.15	0	17.53	17.53	1598.5	0.65
2007 02 22 12	39744	0	413.99	0	14.62	14.62	1106.04	0.65
2007 02 23 12	39744	0	340.54	0	9.24	9.24	591.07	0.65
2007 02 24 12	39897.43	0	235.55	0	10.84	10.84	733.32	0.65
2007 02 25 12	40089.6	21.43	417.6	0	14.78	14.78	1202.28	0.65
2007 02 26 12	40089.6	0	430.23	0	9.82	9.82	743.29	0.65
2007 02 27 12	40425.63	0	426.5	0	12.2	12.2	784.68	0.65
2007 02 28 12	40435.2	0	422.71	0	13.28	13.28	790.38	0.65
2007 03 01 12	40435.2	19.68	271.93	0	17.04	17.04	1435.06	0.65
2007 03 02 12	40780.8	1.07	475.17	0	12.5	12.5	940.14	0.65
2007 03 03 12	40780.8	0	470.42	0	8.13	8.13	568.32	0.65
2007 03 04 12	40780.8	0	484.85	0	3.28	3.28	434.91	0.65
2007 03 05 12	41126.4	0	484.44	0	4.73	4.73	461.31	0.65
2007 03 06 12	41126.4	0	475.85	0	9.32	9.32	591.29	0.65
2007 03 07 12	41126.4	0	482.78	0	13	13	705.16	0.65
2007 03 08 12	41472	0	479.62	0	13.77	13.77	740.91	0.65
2007 03 09 12	41472	0	475.14	0	15.52	15.52	821.21	0.65
2007 03 10 12	41817.6	0	342.55	0	16.18	16.18	1169.35	0.65
2007 03 11 12	41817.6	0	469.44	0	17.69	17.69	1216.97	0.65
2007 03 12 12	41817.6	0	478.59	0	17.4	17.4	1069.8	0.65
2007 03 13 12	42163.2	0	338.69	0	19.97	19.97	1391.53	0.65
2007 03 14 12	42163.2	0	454.99	0	19.96	19.96	1490.46	0.65
2007 03 15 12	42163.2	0.38	357.16	0	19.27	19.27	1637.19	0.65
2007 03 16 12	42508.8	2.75	495.55	0	16.09	16.09	1293.89	0.65
2007 03 17 12	42508.8	0	461.05	0	6.24	6.24	511.13	0.65
2007 03 18 12	42844.83	0	297.9	0	10.3	10.3	562.72	0.65
2007 03 19 12	42854.4	0	419.34	0	15.31	15.31	997.51	0.65
2007 03 20 12	42854.4	0	316.74	0	16.63	16.63	1231.14	0.65
2007 03 21 12	43200	0	408.73	0	17.53	17.53	1254.9	0.65
2007 03 22 12	43200	0	478.75	0	18.73	18.73	1398.77	0.65
2007 03 23 12	43200	0	490.7	0	18.84	18.84	1379.3	0.65
2007 03 24 12	43545.6	0	493.33	0	20.54	20.54	1485.71	0.65
2007 03 25 12	43545.6	0	493.74	0	22.7	22.7	1526.19	0.65
2007 03 26 12	43555.17	0	460.44	0	22.82	22.82	1680.86	0.65
2007 03 27 12	43891.2	0	468.2	0	22.13	22.13	1741.5	0.65
2007 03 28 12	43891.2	0	467.9	0	23.34	23.34	1948.26	0.65
2007 03 29 12	44236.8	0	488.94	0	23.48	23.48	1780.42	0.65
2007 03 30 12	44236.8	0	483.65	0	22.15	22.15	1754.52	0.65
2007 03 31 12	44236.8	0	356.79	0	21.71	21.71	1812.1	0.65
2007 04 01 12	44582.4	8.95	357.66	0	20.96	20.96	1928.39	0.65
2007 04 02 12	44582.4	0.15	369.25	0	22.36	22.36	2004.75	0.65
2007 04 03 12	44582.4	0.01	406	0	22.9	22.9	1913.13	0.65
2007 04 04 12	44928	10.89	507.1	0	20.48	20.48	1750.84	0.65
2007 04 05 12	44928	0	519.18	0	8.27	8.27	679.96	0.65
2007 04 06 12	45273.6	0	361.3	0	5.56	5.56	550	0.65
2007 04 07 12	45273.6	0	429.32	0	3.4	3.4	383.54	0.65
2007 04 08 12	45273.6	0	529.75	0	2.9	2.9	323.73	0.65
2007 04 09 12	45619.2	0	275.57	0	7.57	7.57	508.01	0.65
2007 04 10 12	45619.2	0.69	253.53	0	10.44	10.44	781.34	0.65
2007 04 11 12	45619.2	9.52	353.61	0	16.31	16.31	1518.93	0.65
2007 04 12 12	45964.8	0	525.27	0	13.55	13.55	912.47	0.65
2007 04 13 12	45964.8	0	238.25	0	10.83	10.83	810.56	0.65
2007 04 14 12	45974.37	12.79	262.16	0	15.71	15.71	1426.07	0.65
2007 04 15 12	46310.4	0.09	264.63	0	10.71	10.71	1074.89	0.65
2007 04 16 12	46310.4	0	530.86	0	9.99	9.99	718.32	0.65
2007 04 17 12	46502.57	0	514.68	0	14.49	14.49	950.36	0.65
2007 04 18 12	46656	0	357.95	0	17.59	17.59	1114.96	0.65
2007 04 19 12	46656	0	526.1	0	15.8	15.8	1097.72	0.65
2007 04 20 12	46984.59	0	519.44	0	13.79	13.79	974.49	0.65
2007 04 21 12	47001.6	0	479.57	0	16.71	16.71	1131.03	0.65
2007 04 22 12	47001.6	0	490.44	0	18.67	18.67	1270.74	0.65
2007 04 23 12	47330.19	0	444.75	0	19.59	19.59	1509.88	0.65
2007 04 24 12	47347.2	0.03	416.1	0	22.56	22.56	1994.57	0.65
2007 04 25 12	47347.2	0.14	495.53	0	22.11	22.11	1884.4	0.65
2007 04 26 12	47675.79	26.42	423.94	0	21.79	21.79	1935.01	0.65
2007 04 27 12	47692.8	0.11	428.45	0	18.18	18.18	1491.97	0.65
2007 04 28 12	47692.8	0	478.54	0	18.13	18.13	1297.91	0.65
2007 04 29 12	47959.74	0	525.85	0	19.53	19.53	1347.28	0.65
2007 04 30 12	48038.4	0	524.21	0	21.69	21.69	1364.44	0.65
2007 05 01 12	48038.4	0	571.26	0	23.19	23.19	1538.15	0.65
2007 05 02 12	48161.31	0.04	488.28	0	22.73	22.73	1837.76	0.65
2007 05 03 12	48384	0.1	476.22	0	22.75	22.75	1959	0.65
2007 05 04 12	48384	6.28	449.92	0	23.26	23.26	2082.73	0.65
2007 05 05 12	48393.57	0.79	397.12	0	23.78	23.78	2277.62	0.65
2007 05 06 12	48729.6	0.29	393.78	0	25.92	25.92	2459.04	0.65
2007 05 07 12	48729.6	0	429.66	0	20.58	20.58	1522.38	0.65
2007 05 08 12	48729.6	0	568.34	0	19.41	19.41	1270.23	0.65
2007 05 09 12	48996.54	0	575.78	0	22.05	22.05	1464.58	0.65
2007 05 10 12	49075.2	0.06	521.68	0	24.47	24.47	1770.87	0.65
2007 05 11 12	49075.2	0.34	440.02	0	25.85	25.85	2096.54	0.65
2007 05 12 12	49084.77	2.09	489.17	0	25.44	25.44	2118.86	0.65
2007 05 13 12	49420.8	0	572.09	0	25.39	25.39	2034.87	0.65
2007 05 14 12	49420.8	0	531.25	0	22.14	22.14	1790.33	0.65
2007 05 15 12	49420.8	0.28	557.63	0	24.08	24.08	1952.86	0.65
2007 05 16 12	49481.41	9.3	400.68	0	22.82	22.82	2046.26	0.65
2007 05 17 12	49766.4	0.16	595.7	0	18.86	18.86	1274.72	0.65
2007 05 18 12	49766.4	0.06	600.4	0	15.71	15.71	1037.62	0.65
2007 05 19 12	49766.4	0	601.98	0	15.19	15.19	975.84	0.65
2007 05 20 12	49775.97	0	596.05	0	19.65	19.65	1069.53	0.65
2007 05 21 12	50094.99	0	588.37	0	21.51	21.51	1154.12	0.65
2007 05 22 12	50112	0	585.51	0	22.3	22.3	1264.65	0.65
2007 05 23 12	50112	0.15	570.92	0	22.62	22.62	1513.62	0.65
2007 05 24 12	50112	0.23	549.79	0	23.8	23.8	1772.41	0.65
